"","Name","Type of Insurance Company","Insurance Category","Insurance Company Status","Authorization Country","Country of Authorisation","Website","Link","address"
"891","Unionamerica Insurance Company Limited","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2754","Leadenhall Street 88, EC3A 3BP, London United Kingdom"
"892","Unipol  Assicurazioni s.p.a.","Freedom To Provide Services","Composite","Ceased","Greece","Italy","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1252","Via Stalingrado 45, I-40128, Bologna Italy"
"893","UnipolSai Assicurazioni s.p.a.","Freedom To Provide Services","Composite","Active","Greece","Italy","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1293","Via Stalingrado 45, I-40128, Bologna Italy"
"894","UNIQA Bitztosito Zartkoruen Mukodo Reszvenytarsasag","Freedom To Provide Services","Non Life Insurance","Active","Greece","Hungary","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2462","Robert Karoly korut 70-74, H1134, Budapest Hungary"
"895","UNIQA Lebensversicherung AG","Freedom To Provide Services","Life Insurance","Ceased","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1740","Austrasse 46, 9490, Vaduz Lichtenstain"
"896","UNIQA OSTERREICH VERSICHERUNGEN AG","Freedom To Provide Services","Composite","Active","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2154","Untere Donaustrasse 21, 1029, Vienna Austria"
"897","UNIQA SACHVERSICHERUNG AKTIENGESELLSCHAFT","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1403","Untere Donaustrasse 21, 1029, Vienna Austria"
"898","Uniqa Towarzystwo Ubezpieczen S.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Poland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2880","UL.CHLODNA 51 , 00-867, Warsaw Poland"
"899","UNIQA VERSICHERUNG AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2113","Austrasse 46, 9490, Vaduz Lichtenstain"
"900","UniSalute S.p.A.","Freedom To Provide Services","Life Insurance","Active","Greece","Italy","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5181","Larga 8, 40138 Bologna, Bologna Italy"
"901","UNISTRAT ASSURANCES","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1351","Rue de Courcelles 161-163, 75017, Paris France"
"902","United Kingdom Freight Demurrage and Defence Association Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1686","FENCHURCH STREET 90, EC3M 4JX, London United Kingdom"
"903","United Kingdom Mutual War Risks Association Ltd","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2399","FENCHURCH STREET 90, EC3M 4ST, London United Kingdom"
"904","UnitedHealthcare Insurance Dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3002","Block C, One Spencer Dock, North Wall Quay, Dublin Irland"
"905","UNOFI ASSURANCES","Freedom To Provide Services","Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3018","Rue Galvani 7 CEDEX 17, 75809, Paris France"
"906","UPS INTERNATIONAL INSURANCE DAC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=402","Marsh Management Services (Dublin) ltd, Ground Floor, Charlotte House Charlemont Street, Dublin 2 D02NV26, Dublin Irland"
"907","USAA LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=235","St. Mary Axe 10, EC3A 8AE, London United Kingdom"
"908","USAA S.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3248","1, Avenue du Bois , L-1251, Luxembourg Luxemburg"
"909","Utmost Ireland dac","Freedom To Provide Services","Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1539","Ashford House, Tara Street Dublin 2, D02VX67, Dublin Irland"
"910","VAKUUTUSOSAKEYHTIO TULENVARA","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Finland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1339",""
"911","VALORLIFE LEBENSVERSICHERUNGS-AKTIENGESELLSCHAFT","Freedom To Provide Services","Life Insurance","Ceased","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1523","Aulestrasse 74, 9490, Vaduz Lichtenstain"
"912","VATRYGGINGAFELAG ISLANDS HF.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Island","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5055","Armuli 3, 108 Reykjavik, Reykjavik Island"
"913","VAV Versicherungs-Aktiengesellschaft","Freedom To Provide Services","Non Life Insurance","Active","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2988","Munzgasse 6, 1030, Vienna Austria"
"914","VDV Leben Ιnternational Α.Ε.Α.Ζ.","Insurance Undertaking","Life Insurance","Liquidation","Greece","Greece","http://www.vdvleben.com","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=29","L. SYGGROY 40-42, 11742, Athens, Attic, Greece"
"915","VEREINIGTE TIERVERSICHERUNG GESELLSCHAFT A.G.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3460","Raiffeisenplatz 1, 65189, Wiesbaden Germany"
"916","VERZEKERINGSKAMER","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1161",""
"917","VGZ ZORGVERZEKERAAR N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2597","NIEUWE STATIONSSTRAAT 12, 6811 KS, Arnhem Holland"
"918","VHV Allgemeine Versicherung AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1791","VHV-PLATZ 1, 30177, Hannover Germany"
"919","Vienna Insurance Group AG Wiener Versicherung Gruppe","Freedom To Provide Services","Non Life Insurance","Active","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1799","Schottenring 30, 1011, Vienna Austria"
"920","Vienna Life Vienna Insurance Group Biztosito Zartkoruen Mukodo Reszvenytarsasag","Freedom To Provide Services","Composite","Ceased","Greece","Hungary","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1677","Vaci ut 135-139, H-1138, Budapest Hungary"
"921","VIENNA-LIFE LEBENSVERSICHERUNG AG Vienna Insurance Group","Freedom To Provide Services","Life Insurance","Active","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2105","Industriestrase 2, 9487, Bendern Lichtenstain"
"922","Vital Blue Insurance dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2576","Marsh Management Services (Dublin) ltd, ground floor, Charlotte House, Charlemont Street, DUBLIN 2 IRELAND DO2 NV 26, Dublin Irland"
"923","VITIS LIFE S.A.","Freedom To Provide Services","Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1487","Boulevard Marcel Cahen 52, L-1311, Luxembourg Luxemburg"
"924","VODAFONE INSURANCE LTD","Freedom To Provide Services","Composite","Active","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1607","Triq iz-Zerniq 135, BKR 13, Birkirkara Malta"
"925","Volkswagen Insurance Company dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2253","Block C Liffey Valley Office Campus , Dublin 22, Dublin Irland"
"926","VOLKSWAGEN VERSICHERUNG Aktiengesellschaft","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5121","Gifhorner Strasse 57, 38112, Braunschweig Germany"
"927","W.R. Berkley Europe AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2722","Stadtle 35a, 9490, Vaduz Lichtenstain"
"928","W.T.C.D. Insurance Corporation dac","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1968","James Joyce Street The Metropolitan Building , Dublin 1, Dublin Irland"
"929","Wagram Insurance Company Dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2693","James Joyce Street The Metropolitan Building , Dublin 1, Dublin Irland"
"930","WAKAM","Freedom To Provide Services","Non Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3355","rue Reaumur 120-122, 75002, Paris France"
"931","WEALINS S.A.","Freedom To Provide Services","Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1382","rue Leon Laval 12, L-3372, Leudelange Luxemburg"
"932","WEALTH-ASSURANCE AG","Freedom To Provide Services","Life Insurance","Ceased","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1690","Aulestrasse 74, 9490, Vaduz Lichtenstain"
"933","White Horse Insurance Ireland dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2363","RINEANNA HOUSE SHANNON FREE ZONE Co Claire Irland"
"934","WHITE ROCK INSURANCE (Europe) PCC LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1584","Avenue 77, Block A/Brock B, Level 3, Triq in-Negozju, Zone 3, Central Business District, CBD 3010, Birkirkara Malta"
"935","WHITE ROCK INSURANCE (EUROPE) PCC LIMITED","Freedom To Provide Services","Non Life Insurance","License Withdrawal","Greece","Gibraltar","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1615",""
"936","White Rock Insurance (Gibraltar) Pcc Limited","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Gibraltar","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2306","suite 913 Gibraltar Gibraltar"
"937","WIENER Osiguranje Vienna Insurance Group d.d.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Croatia","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5143","Slovenska 24, 10 000 Zagreb, Zagreb Croatia"
"938","WIENER STADTISCHE VERSICHERUNG AG VIENNA INSURANCE GROUP","Freedom To Provide Services","Composite","Active","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1227","Schottenring 30/Ringturm, 1010, Vienna Austria"
